day,all
20220707,1
20220707,1
20220707,320
20220707,73
20220707,3
20220707,5
20220707,9
20220707,4
20220707,2
20220707,3
20220707,17
20220707,2
20220707,9
20220707,26
20220707,1
20220707,11
20220707,6
20220707,38
20220707,28
20220707,3
20220707,6
20220707,2
20220707,2
20220707,49
20220707,4
20220707,4
20220707,8
20220707,23
20220707,5
20220707,6
20220707,6
20220707,19
20220707,4
20220707,4
20220707,4
20220707,14
20220707,172
20220707,4
20220707,9
20220707,63
20220707,25
20220707,23
20220707,33
20220707,250
20220707,2
20220707,143
20220707,21
20220707,10
20220707,1
20220707,140
20220707,1
20220707,2
20220707,429
20220707,12
20220707,52
20220707,2
20220707,1326
20220707,283
20220707,91
20220707,640
20220707,2
20220707,59
20220707,3
20220707,94
20220707,194
20220707,1
20220707,99
20220707,2880
20220707,51
20220707,309
20220707,82
20220707,1
20220707,3
20220707,240
20220707,1812
20220707,17
20220707,3
20220707,331
20220707,852
20220707,3
20220707,11461
20220707,70
20220707,1102
20220707,166
20220707,16
20220707,638
20220707,98
20220707,73
20220707,130
20220707,35
20220707,48
20220707,84
20220707,2340
20220707,280
20220707,10
20220707,1111
20220707,199
20220707,260
20220707,284
20220707,823
20220707,651
20220707,1
20220707,114
20220707,3
20220707,112
20220707,1381
20220707,169
20220707,40
20220707,620
20220707,7638
20220707,1685
20220707,8697
20220707,42160
20220707,7147
20220707,2322
20220707,16937
20220707,16
20220707,1798
20220707,1108
20220707,63948
20220707,13460
20220707,395
20220707,2227
20220707,3542
20220707,81481
20220707,553
20220707,269475
20220707,573476
20220707,513733
20220707,533221
20220707,9891
20220707,81350
20220707,4444696
20220707,2329168
20220706,2
20220706,86
20220706,21
20220706,14
20220706,27
20220706,14
20220706,8
20220706,5
20220706,146
20220706,2
20220706,44
20220706,4
20220706,10
20220706,16
20220706,69
20220706,5
20220706,3626
20220706,18
20220706,20
20220706,5
20220706,77
20220706,18
20220706,82
20220706,1
20220706,123
20220706,390
20220706,18
20220706,362
20220706,19
20220706,31
20220706,400
20220706,2
20220706,200
20220706,164
20220706,1
20220706,13
20220706,29
20220706,9
20220706,21
20220706,2
20220706,15
20220706,5
20220706,591
20220706,17
20220706,10
20220706,5
20220706,12
20220706,45
20220706,43
20220706,41
20220706,111
20220706,19
20220706,3
20220706,6
20220706,64
20220706,2
20220706,13
20220706,13
20220706,16
20220706,1
20220706,11
20220706,19
20220706,6
20220706,280
20220706,46
20220706,2
20220706,170
20220706,1
20220706,1
20220706,316
20220706,62
20220706,1
20220706,9
20220706,4
20220706,15
20220706,3
20220706,13
20220706,2
20220706,10
20220706,1
20220706,15
20220706,29
20220706,21
20220706,7
20220706,33
20220706,23
20220706,6
20220706,5
20220706,2
20220706,1
20220706,1
20220706,41
20220706,6
20220706,3
20220706,16
20220706,3
20220706,27
20220706,7
20220706,8
20220706,18
20220706,11
20220706,1
20220706,184
20220706,12
20220706,1
20220706,73
20220706,5
20220706,16
20220706,22
20220706,36
20220706,264
20220706,3
20220706,162
20220706,15
20220706,2
20220706,14
20220706,151
20220706,521
20220706,18
20220706,68
20220706,3
20220706,1
20220706,1366
20220706,332
20220706,80
20220706,634
20220706,8
20220706,63
20220706,5
20220706,93
20220706,188
20220706,1
20220706,110
20220706,3270
20220706,55
20220706,358
20220706,91
20220706,1
20220706,3
20220706,264
20220706,2122
20220706,28
20220706,1
20220706,356
20220706,863
20220706,2
20220706,11998
20220706,106
20220706,1254
20220706,200
20220706,20
20220706,730
20220706,108
20220706,98
20220706,165
20220706,52
20220706,54
20220706,99
20220706,2484
20220706,222
20220706,16
20220706,1246
20220706,207
20220706,287
20220706,254
20220706,865
20220706,841
20220706,100
20220706,114
20220706,1527
20220706,183
20220706,43
20220706,596
20220706,7687
20220706,1760
20220706,8689
20220706,43415
20220706,7382
20220706,2338
20220706,19640
20220706,12
20220706,1796
20220706,1075
20220706,67256
20220706,13831
20220706,428
20220706,2188
20220706,4430
20220706,83657
20220706,600
20220706,272187
20220706,583735
20220706,531305
20220706,547253
20220706,10057
20220706,83334
20220706,4540062
20220706,2411701
20220705,16
20220705,7
20220705,5
20220705,1
20220705,13
20220705,18
20220705,2
20220705,151
20220705,6
20220705,87
20220705,2
20220705,1
20220705,14
20220705,7
20220705,53
20220705,3588
20220705,6
20220705,23
20220705,4
20220705,14
20220705,64
20220705,15
20220705,84
20220705,1
20220705,132
20220705,382
20220705,17
20220705,333
20220705,17
20220705,21
20220705,370
20220705,2
20220705,200
20220705,148
20220705,13
20220705,27
20220705,7
20220705,25
20220705,22
20220705,7
20220705,518
20220705,1
20220705,28
20220705,12
20220705,5
20220705,40
20220705,19
20220705,28
20220705,97
20220705,25
20220705,40
20220705,3
20220705,4
20220705,63
20220705,2
20220705,20
20220705,12
20220705,9
20220705,2
20220705,14
20220705,18
20220705,3
20220705,8
20220705,320
20220705,35
20220705,4
20220705,196
20220705,4
20220705,2
20220705,290
20220705,64
20220705,1
20220705,7
20220705,6
20220705,9
20220705,2
20220705,15
20220705,2
20220705,8
20220705,17
20220705,34
20220705,2
20220705,1
20220705,11
20220705,7
20220705,38
20220705,30
20220705,3
20220705,10
20220705,3
20220705,2
20220705,45
20220705,12
20220705,2
20220705,20
20220705,4
20220705,21
20220705,6
20220705,6
20220705,16
20220705,8
20220705,3
20220705,13
20220705,175
20220705,7
20220705,4
20220705,70
20220705,15
20220705,20
20220705,27
20220705,289
20220705,3
20220705,142
20220705,18
20220705,1
20220705,13
20220705,132
20220705,2
20220705,450
20220705,10
20220705,55
20220705,1
20220705,2
20220705,1
20220705,26
20220705,87
20220705,1
20220705,1316
20220705,317
20220705,61
20220705,666
20220705,8
20220705,73
20220705,1
20220705,88
20220705,178
20220705,1
20220705,114
20220705,2813
20220705,42
20220705,385
20220705,95
20220705,8
20220705,252
20220705,1798
20220705,26
20220705,2
20220705,340
20220705,858
20220705,3
20220705,11764
20220705,91
20220705,1204
20220705,190
20220705,17
20220705,658
20220705,96
20220705,1
20220705,80
20220705,143
20220705,37
20220705,106
20220705,48
20220705,2396
20220705,243
20220705,25
20220705,1168
20220705,182
20220705,303
20220705,255
20220705,917
20220705,742
20220705,137
20220705,1
20220705,114
20220705,1438
20220705,169
20220705,47
20220705,621
20220705,7757
20220705,1737
20220705,8811
20220705,43008
20220705,7295
20220705,2329
20220705,17530
20220705,20
20220705,1780
20220705,1104
20220705,65476
20220705,13641
20220705,429
20220705,2249
20220705,3617
20220705,81628
20220705,646
20220705,273517
20220705,580225
20220705,522910
20220705,536845
20220705,10093
20220705,83168
20220705,4508323
20220705,2371403
20220704,6
20220704,10
20220704,11
20220704,11
20220704,146
20220704,7
20220704,1
20220704,78
20220704,3
20220704,20
20220704,8
20220704,74
20220704,6
20220704,3688
20220704,29
20220704,16
20220704,7
20220704,17
20220704,66
20220704,90
20220704,1
20220704,116
20220704,1
20220704,425
20220704,13
20220704,347
20220704,39
20220704,14
20220704,1
20220704,398
20220704,2
20220704,224
20220704,147
20220704,36
20220704,30
20220704,19
20220704,11
20220704,10
20220704,1
20220704,9
20220704,637
20220704,19
20220704,11
20220704,2
20220704,21
20220704,53
20220704,20
20220704,28
20220704,17
20220704,111
20220704,1
20220704,6
20220704,81
20220704,2
20220704,16
20220704,21
20220704,25
20220704,1
20220704,2
20220704,23
20220704,23
20220704,3
20220704,8
20220704,309
20220704,1
20220704,200
20220704,3
20220704,1
20220704,2
20220704,296
20220704,82
20220704,3
20220704,1
20220704,5
20220704,6
20220704,16
20220704,4
20220704,11
20220704,1
20220704,12
20220704,13
20220704,28
20220704,1
20220704,12
20220704,12
20220704,33
20220704,28
20220704,2
20220704,6
20220704,4
20220704,1
20220704,1
20220704,51
20220704,5
20220704,6
20220704,10
20220704,1
20220704,20
20220704,8
20220704,8
20220704,25
20220704,4
20220704,2
20220704,3
20220704,180
20220704,16
20220704,3
20220704,9
20220704,58
20220704,27
20220704,17
20220704,32
20220704,286
20220704,3
20220704,179
20220704,25
20220704,1
20220704,12
20220704,137
20220704,2
20220704,458
20220704,28
20220704,77
20220704,1
20220704,80
20220704,17
20220704,1
20220704,17
20220704,45
20220704,1
20220704,1342
20220704,304
20220704,85
20220704,630
20220704,8
20220704,71
20220704,9
20220704,156
20220704,86
20220704,5
20220704,274
20220704,3091
20220704,63
20220704,489
20220704,105
20220704,3
20220704,1
20220704,301
20220704,1956
20220704,17
20220704,1
20220704,342
20220704,834
20220704,3
20220704,11881
20220704,91
20220704,1286
20220704,181
20220704,13
20220704,842
20220704,115
20220704,2
20220704,90
20220704,139
20220704,41
20220704,114
20220704,62
20220704,2415
20220704,273
20220704,9
20220704,1233
20220704,192
20220704,268
20220704,255
20220704,863
20220704,765
20220704,130
20220704,4
20220704,133
20220704,1526
20220704,169
20220704,43
20220704,616
20220704,7680
20220704,1836
20220704,8701
20220704,42849
20220704,7401
20220704,2298
20220704,17416
20220704,11
20220704,1833
20220704,1296
20220704,64882
20220704,13815
20220704,377
20220704,2341
20220704,4294
20220704,80169
20220704,541
20220704,267789
20220704,561986
20220704,509514
20220704,522583
20220704,9723
20220704,81079
20220704,4401899
20220704,2308257
20220703,2
20220703,1
20220703,9
20220703,44
20220703,5
20220703,4
20220703,5
20220703,5
20220703,11
20220703,103
20220703,3
20220703,37
20220703,8
20220703,6
20220703,33
20220703,2
20220703,1809
20220703,19
20220703,5
20220703,3
20220703,6
20220703,31
20220703,3
20220703,18
20220703,56
20220703,4
20220703,19
20220703,2
20220703,6
20220703,26
20220703,2
20220703,7
20220703,9
20220703,10
20220703,1
20220703,6
20220703,9
20220703,4
20220703,1
20220703,171
20220703,23
20220703,87
20220703,137
20220703,32
20220703,3
20220703,4
20220703,4
20220703,9
20220703,1
20220703,9
20220703,1
20220703,6
20220703,4
20220703,17
20220703,4
20220703,2
20220703,20
20220703,19
20220703,3
20220703,6
20220703,1
20220703,1
20220703,23
20220703,4
20220703,4
20220703,1
20220703,15
20220703,8
20220703,8
20220703,12
20220703,5
20220703,1
20220703,83
20220703,5
20220703,1
20220703,28
20220703,9
20220703,33
20220703,58
20220703,165
20220703,10
20220703,193
20220703,11
20220703,14
20220703,197
20220703,1
20220703,122
20220703,66
20220703,11
20220703,17
20220703,1
20220703,10
20220703,1
20220703,9
20220703,1
20220703,3
20220703,265
20220703,10
20220703,5
20220703,3
20220703,24
20220703,6
20220703,9
20220703,143
20220703,1
20220703,63
20220703,11
20220703,10
20220703,48
20220703,1
20220703,208
20220703,3
20220703,29
20220703,2
20220703,806
20220703,213
20220703,56
20220703,329
20220703,3
20220703,37
20220703,2
20220703,64
20220703,93
20220703,1
20220703,102
20220703,1360
20220703,16
20220703,204
20220703,64
20220703,2
20220703,3
20220703,138
20220703,959
20220703,11
20220703,7
20220703,215
20220703,435
20220703,3
20220703,5871
20220703,55
20220703,647
20220703,112
20220703,16
20220703,312
20220703,60
20220703,62
20220703,59
20220703,19
20220703,78
20220703,44
20220703,1164
20220703,142
20220703,11
20220703,97
20220703,615
20220703,150
20220703,138
20220703,483
20220703,377
20220703,81
20220703,2
20220703,88
20220703,883
20220703,94
20220703,26
20220703,218
20220703,4467
20220703,996
20220703,4552
20220703,17393
20220703,4374
20220703,1185
20220703,9074
20220703,9
20220703,1044
20220703,849
20220703,34548
20220703,7436
20220703,230
20220703,1250
20220703,2240
20220703,29812
20220703,355
20220703,119426
20220703,258803
20220703,280385
20220703,243941
20220703,6109
20220703,45040
20220703,2405810
20220703,1452259
20220702,7
20220702,1
20220702,10
20220702,10
20220702,147
20220702,10
20220702,2
20220702,72
20220702,1
20220702,9
20220702,20
20220702,123
20220702,4045
20220702,7
20220702,56
20220702,21
20220702,4
20220702,13
20220702,67
20220702,116
20220702,3
20220702,118
20220702,415
20220702,19
20220702,568
20220702,15
20220702,107
20220702,549
20220702,1
20220702,3
20220702,217
20220702,211
20220702,1
20220702,20
20220702,38
20220702,35
20220702,9
20220702,1
20220702,9
20220702,747
20220702,14
20220702,22
20220702,19
20220702,13
20220702,17
20220702,39
20220702,47
20220702,32
20220702,26
20220702,102
20220702,8
20220702,7
20220702,66
20220702,5
20220702,23
20220702,121
20220702,14
20220702,1
20220702,3
20220702,18
20220702,10
20220702,3
20220702,6
20220702,341
20220702,129
20220702,237
20220702,2
20220702,1
20220702,331
20220702,68
20220702,4
20220702,1
20220702,7
20220702,3
20220702,16
20220702,7
20220702,16
20220702,6
20220702,21
20220702,25
20220702,32
20220702,5
20220702,24
20220702,6
20220702,39
20220702,83
20220702,7
20220702,11
20220702,2
20220702,2
20220702,35
20220702,13
20220702,5
20220702,9
20220702,2
20220702,28
20220702,11
20220702,9
20220702,26
20220702,7
20220702,3
20220702,2
20220702,18
20220702,246
20220702,3
20220702,13
20220702,77
20220702,21
20220702,16
20220702,37
20220702,308
20220702,7
20220702,199
20220702,20
20220702,1
20220702,20
20220702,159
20220702,4
20220702,520
20220702,37
20220702,62
20220702,4
20220702,1
20220702,36
20220702,93
20220702,25
20220702,14
20220702,1
20220702,1682
20220702,412
20220702,214
20220702,753
20220702,9
20220702,81
20220702,22
20220702,156
20220702,196
20220702,1
20220702,874
20220702,3919
20220702,67
20220702,1082
20220702,175
20220702,2
20220702,6
20220702,541
20220702,2514
20220702,31
20220702,2
20220702,526
20220702,873
20220702,7
20220702,12558
20220702,97
20220702,1632
20220702,228
20220702,25
20220702,1878
20220702,201
20220702,147
20220702,157
20220702,51
20220702,118
20220702,50
20220702,2556
20220702,265
20220702,21
20220702,1205
20220702,198
20220702,304
20220702,276
20220702,937
20220702,999
20220702,135
20220702,5
20220702,183
20220702,1940
20220702,171
20220702,56
20220702,696
20220702,8706
20220702,1921
20220702,9165
20220702,41933
20220702,7551
20220702,2332
20220702,21091
20220702,16
20220702,2354
20220702,2468
20220702,68387
20220702,15704
20220702,477
20220702,2560
20220702,7319
20220702,79173
20220702,733
20220702,275828
20220702,581599
20220702,533258
20220702,526431
20220702,10828
20220702,84227
20220702,4708847
20220702,2485766
20220701,7
20220701,1
20220701,10
20220701,10
20220701,10
20220701,147
20220701,2
20220701,72
20220701,1
20220701,9
20220701,20
20220701,123
20220701,4045
20220701,7
20220701,56
20220701,21
20220701,4
20220701,13
20220701,67
20220701,116
20220701,3
20220701,118
20220701,415
20220701,19
20220701,568
20220701,15
20220701,107
20220701,549
20220701,1
20220701,3
20220701,217
20220701,211
20220701,1
20220701,20
20220701,38
20220701,35
20220701,9
20220701,1
20220701,9
20220701,14
20220701,747
20220701,22
20220701,19
20220701,13
20220701,17
20220701,39
20220701,47
20220701,32
20220701,26
20220701,102
20220701,8
20220701,7
20220701,66
20220701,5
20220701,23
20220701,121
20220701,14
20220701,1
20220701,3
20220701,18
20220701,10
20220701,3
20220701,6
20220701,341
20220701,129
20220701,237
20220701,2
20220701,1
20220701,331
20220701,68
20220701,4
20220701,1
20220701,7
20220701,3
20220701,16
20220701,7
20220701,16
20220701,6
20220701,21
20220701,25
20220701,32
20220701,5
20220701,24
20220701,6
20220701,39
20220701,83
20220701,7
20220701,11
20220701,2
20220701,2
20220701,35
20220701,13
20220701,9
20220701,5
20220701,2
20220701,28
20220701,11
20220701,9
20220701,26
20220701,7
20220701,3
20220701,2
20220701,18
20220701,246
20220701,3
20220701,13
20220701,77
20220701,21
20220701,16
20220701,37
20220701,308
20220701,7
20220701,199
20220701,20
20220701,1
20220701,20
20220701,159
20220701,4
20220701,520
20220701,37
20220701,62
20220701,4
20220701,1
20220701,36
20220701,93
20220701,25
20220701,14
20220701,1
20220701,1682
20220701,412
20220701,214
20220701,753
20220701,9
20220701,81
20220701,22
20220701,156
20220701,196
20220701,1
20220701,874
20220701,3919
20220701,67
20220701,1082
20220701,175
20220701,2
20220701,6
20220701,541
20220701,2514
20220701,31
20220701,2
20220701,526
20220701,873
20220701,7
20220701,12558
20220701,97
20220701,1632
20220701,228
20220701,25
20220701,1878
20220701,201
20220701,147
20220701,157
20220701,51
20220701,118
20220701,50
20220701,2556
20220701,265
20220701,21
20220701,1205
20220701,198
20220701,304
20220701,276
20220701,937
20220701,999
20220701,135
20220701,5
20220701,183
20220701,1940
20220701,171
20220701,56
20220701,696
20220701,8706
20220701,1921
20220701,9165
20220701,41933
20220701,7551
20220701,2332
20220701,21091
20220701,16
20220701,2354
20220701,2468
20220701,68387
20220701,15704
20220701,477
20220701,2560
20220701,7319
20220701,79173
20220701,733
20220701,275828
20220701,581599
20220701,533258
20220701,526431
20220701,10828
20220701,84227
20220701,4708847
20220701,2485766
20220630,358
20220630,9
20220630,55
20220630,1
20220630,20
20220630,66
20220630,13
20220630,11
20220630,6
20220630,8
20220630,6
20220630,1
20220630,84
20220630,1
20220630,49
20220630,1
20220630,7
20220630,7
20220630,60
20220630,2421
20220630,4
20220630,22
20220630,3
20220630,6
20220630,59
20220630,63
20220630,21
20220630,100
20220630,326
20220630,16
20220630,413
20220630,10
20220630,35
20220630,387
20220630,2
20220630,153
20220630,128
20220630,27
20220630,14
20220630,5
20220630,18
20220630,4
20220630,7
20220630,484
20220630,24
20220630,8
20220630,2
20220630,29
20220630,11
20220630,13
20220630,39
20220630,73
20220630,17
20220630,2
20220630,8
20220630,46
20220630,9
20220630,20
20220630,17
20220630,9
20220630,11
20220630,3
20220630,3
20220630,244
20220630,46
20220630,2
20220630,149
20220630,3
20220630,279
20220630,44
20220630,2
20220630,8
20220630,3
20220630,6
20220630,1
20220630,2
20220630,6
20220630,6
20220630,11
20220630,21
20220630,2
20220630,11
20220630,6
20220630,33
20220630,21
20220630,6
20220630,3
20220630,35
20220630,1
20220630,4
20220630,1
20220630,8
20220630,18
20220630,5
20220630,9
20220630,7
20220630,9
20220630,6
20220630,3
20220630,145
20220630,15
20220630,3
20220630,2
20220630,66
20220630,11
20220630,12
20220630,26
20220630,210
20220630,7
20220630,127
20220630,7
20220630,12
20220630,4
20220630,147
20220630,3
20220630,1
20220630,1074
20220630,264
20220630,75
20220630,487
20220630,9
20220630,58
20220630,12
20220630,144
20220630,83
20220630,2
20220630,141
20220630,2959
20220630,38
20220630,396
20220630,103
20220630,1
20220630,4
20220630,249
20220630,1890
20220630,21
20220630,2
20220630,309
20220630,624
20220630,2
20220630,8910
20220630,69
20220630,1100
20220630,125
20220630,13
20220630,895
20220630,114
20220630,2
20220630,88
20220630,135
20220630,43
20220630,46
20220630,87
20220630,2288
20220630,201
20220630,7
20220630,143
20220630,1040
20220630,295
20220630,218
20220630,659
20220630,1033
20220630,107
20220630,3
20220630,91
20220630,1389
20220630,141
20220630,48
20220630,652
20220630,6929
20220630,1552
20220630,7326
20220630,41333
20220630,6257
20220630,1905
20220630,18253
20220630,21
20220630,1744
20220630,1142
20220630,54385
20220630,12441
20220630,409
20220630,1968
20220630,5212
20220630,81438
20220630,653
20220630,258811
20220630,561213
20220630,470052
20220630,535033
20220630,9672
20220630,72882
20220630,4281330
20220630,2184713
20220629,1
20220629,41
20220629,1
20220629,148
20220629,2
20220629,3
20220629,270
20220629,57
20220629,3
20220629,3
20220629,4
20220629,7
20220629,3
20220629,14
20220629,3
20220629,3
20220629,7
20220629,30
20220629,2
20220629,11
20220629,1
20220629,8
20220629,30
20220629,23
20220629,8
20220629,8
20220629,1
20220629,1
20220629,25
20220629,7
20220629,8
20220629,1
20220629,29
20220629,1
20220629,9
20220629,6
20220629,20
20220629,6
20220629,2
20220629,5
20220629,13
20220629,175
20220629,2
20220629,3
20220629,50
20220629,20
20220629,11
20220629,21
20220629,207
20220629,8
20220629,147
20220629,13
20220629,2
20220629,9
20220629,121
20220629,4
20220629,370
20220629,21
20220629,34
20220629,4
20220629,64
20220629,11
20220629,7
20220629,8
20220629,15
20220629,1
20220629,8
20220629,11
20220629,1
20220629,126
20220629,4
20220629,53
20220629,2
20220629,55
20220629,11
20220629,12
20220629,8
20220629,3035
20220629,21
20220629,9
20220629,3
20220629,17
20220629,57
20220629,80
20220629,80
20220629,336
20220629,16
20220629,325
20220629,14
20220629,18
20220629,378
20220629,1
20220629,166
20220629,117
20220629,12
20220629,29
20220629,19
20220629,6
20220629,6
20220629,9
20220629,482
20220629,2
20220629,24
20220629,7
20220629,3
20220629,14
20220629,37
20220629,30
20220629,30
20220629,17
20220629,89
20220629,4
20220629,3
20220629,60
20220629,4
20220629,9
20220629,14
20220629,14
20220629,10
20220629,12
20220629,1
20220629,5
20220629,282
20220629,1241
20220629,283
20220629,72
20220629,572
20220629,4
20220629,54
20220629,1
20220629,157
20220629,89
20220629,105
20220629,2707
20220629,31
20220629,324
20220629,101
20220629,1
20220629,10
20220629,241
20220629,1666
20220629,25
20220629,3
20220629,315
20220629,758
20220629,3
20220629,10114
20220629,81
20220629,1072
20220629,166
20220629,20
20220629,622
20220629,95
20220629,68
20220629,124
20220629,34
20220629,49
20220629,99
20220629,2164
20220629,193
20220629,8
20220629,1062
20220629,181
20220629,214
20220629,224
20220629,786
20220629,693
20220629,99
20220629,4
20220629,121
20220629,1313
20220629,146
20220629,37
20220629,1098
20220629,604
20220629,8174
20220629,41251
20220629,6866
20220629,2151
20220629,8
20220629,1696
20220629,60472
20220629,12700
20220629,374
20220629,2072
20220629,3511
20220629,567
20220629,1642
20220629,7200
20220629,79294
20220629,16216
20220629,564094
20220629,263557
20220629,78725
20220629,532087
20220629,9605
20220629,501968
20220629,2303911
20220629,4411413
20220628,1
20220628,48
20220628,160
20220628,2
20220628,3
20220628,1
20220628,277
20220628,57
20220628,5
20220628,4
20220628,3
20220628,14
20220628,1
20220628,11
20220628,1
20220628,10
20220628,15
20220628,21
20220628,13
20220628,6
20220628,31
20220628,16
20220628,6
20220628,8
20220628,1
20220628,1
20220628,33
20220628,11
20220628,9
20220628,22
20220628,4
20220628,2
20220628,22
20220628,3
20220628,1
20220628,163
20220628,8
20220628,3
20220628,7
20220628,60
20220628,16
20220628,20
20220628,35
20220628,238
20220628,2
20220628,145
20220628,14
20220628,2
20220628,15
20220628,147
20220628,2
20220628,401
20220628,14
20220628,57
20220628,2
20220628,1
20220628,15
20220628,93
20220628,15
20220628,12
20220628,8
20220628,12
20220628,8
20220628,145
20220628,6
20220628,2
20220628,58
20220628,4
20220628,4
20220628,19
20220628,59
20220628,4
20220628,3408
20220628,24
20220628,17
20220628,3
20220628,56
20220628,13
20220628,82
20220628,110
20220628,340
20220628,333
20220628,14
20220628,23
20220628,23
20220628,395
20220628,1
20220628,183
20220628,129
20220628,35
20220628,24
20220628,5
20220628,12
20220628,1
20220628,15
20220628,11
20220628,533
20220628,22
20220628,5
20220628,10
20220628,10
20220628,41
20220628,42
20220628,90
20220628,33
20220628,19
20220628,1
20220628,1
20220628,4
20220628,3
20220628,59
20220628,1
20220628,16
20220628,16
20220628,17
20220628,1
20220628,14
20220628,14
20220628,1
20220628,7
20220628,276
20220628,1
20220628,1197
20220628,260
20220628,73
20220628,613
20220628,3
20220628,57
20220628,6
20220628,89
20220628,171
20220628,2
20220628,103
20220628,2663
20220628,38
20220628,336
20220628,96
20220628,1
20220628,1
20220628,227
20220628,1658
20220628,14
20220628,1
20220628,364
20220628,739
20220628,2
20220628,10834
20220628,85
20220628,1084
20220628,159
20220628,12
20220628,585
20220628,102
20220628,2
20220628,75
20220628,144
20220628,29
20220628,39
20220628,107
20220628,2197
20220628,226
20220628,9
20220628,175
20220628,1102
20220628,237
20220628,251
20220628,801
20220628,671
20220628,117
20220628,5
20220628,112
20220628,1286
20220628,164
20220628,37
20220628,1056
20220628,551
20220628,8271
20220628,40450
20220628,6923
20220628,2111
20220628,10
20220628,1683
20220628,60775
20220628,12722
20220628,361
20220628,2226
20220628,3457
20220628,526
20220628,1616
20220628,7138
20220628,77566
20220628,16150
20220628,557998
20220628,264176
20220628,79819
20220628,9686
20220628,518654
20220628,494770
20220628,2239842
20220628,4396320
20220627,18
20220627,355
20220627,771
20220627,1
20220627,10767
20220627,98
20220627,1175
20220627,171
20220627,15
20220627,632
20220627,99
20220627,74
20220627,131
20220627,28
20220627,46
20220627,104
20220627,2290
20220627,234
20220627,21
20220627,1096
20220627,162
20220627,258
20220627,247
20220627,829
20220627,577
20220627,119
20220627,2
20220627,135
20220627,1452
20220627,144
20220627,42
20220627,554
20220627,7249
20220627,1595
20220627,8087
20220627,41152
20220627,6922
20220627,2111
20220627,15773
20220627,11
20220627,1630
20220627,1010
20220627,60048
20220627,12681
20220627,357
20220627,2218
20220627,3646
20220627,76821
20220627,517
20220627,262183
20220627,547444
20220627,486489
20220627,9679
20220627,507090
20220627,78207
20220627,4322662
20220627,2209925
20220627,5
20220627,12
20220627,287
20220627,51
20220627,1
20220627,160
20220627,1
20220627,249
20220627,81
20220627,4
20220627,6
20220627,12
20220627,6
20220627,3
20220627,6
20220627,3
20220627,5
20220627,13
20220627,35
20220627,2
20220627,6
20220627,2
20220627,5
20220627,28
20220627,25
20220627,5
20220627,4
20220627,32
20220627,14
20220627,1
20220627,14
20220627,26
20220627,2
20220627,4
20220627,16
20220627,7
20220627,3
20220627,173
20220627,18
20220627,1
20220627,8
20220627,53
20220627,24
20220627,7
20220627,28
20220627,242
20220627,4
20220627,139
20220627,13
20220627,3
20220627,13
20220627,126
20220627,420
20220627,17
20220627,71
20220627,1
20220627,1
20220627,87
20220627,12
20220627,15
20220627,8
20220627,23
20220627,1209
20220627,282
20220627,79
20220627,617
20220627,5
20220627,60
20220627,4
20220627,79
20220627,177
20220627,1
20220627,113
20220627,2715
20220627,44
20220627,327
20220627,111
20220627,1
20220627,2
20220627,250
20220627,1721
20220627,5
20220627,14
20220627,110
20220627,7
20220627,1
20220627,64
20220627,2
20220627,9
20220627,55
20220627,17
20220627,6
20220627,3287
20220627,22
20220627,68
20220627,4
20220627,17
20220627,83
20220627,17
20220627,1
20220627,120
20220627,343
20220627,19
20220627,323
20220627,18
20220627,24
20220627,1
20220627,358
20220627,3
20220627,160
20220627,145
20220627,1
20220627,31
20220627,23
20220627,5
20220627,20
20220627,2
20220627,1
20220627,14
20220627,9
20220627,548
20220627,17
20220627,5
20220627,4
20220627,37
20220627,11
20220627,22
20220627,103
20220627,18
20220627,24
20220627,1
20220627,4
20220627,10
20220627,67
20220627,1
20220627,15
20220627,10
20220627,14
20220627,1
20220627,1
20220627,13
20220627,4
20220626,1
20220626,10
20220626,44
20220626,5
20220626,5
20220626,6
20220626,6
20220626,7
20220626,90
20220626,5
20220626,26
20220626,1
20220626,9
20220626,6
20220626,36
20220626,1778
20220626,14
20220626,2
20220626,11
20220626,42
20220626,12
20220626,50
20220626,1
20220626,1
20220626,64
20220626,162
20220626,8
20220626,183
20220626,10
20220626,1
20220626,8
20220626,189
20220626,1
20220626,123
20220626,84
20220626,7
20220626,15
20220626,8
20220626,3
20220626,10
20220626,2
20220626,254
20220626,16
20220626,3
20220626,3
20220626,8
20220626,24
20220626,7
20220626,15
20220626,15
20220626,54
20220626,2
20220626,4
20220626,38
20220626,2
20220626,7
20220626,11
20220626,5
20220626,1
20220626,6
20220626,6
20220626,2
20220626,4
20220626,147
20220626,21
20220626,1
20220626,112
20220626,1
20220626,1
20220626,133
20220626,41
20220626,1
20220626,2
20220626,3
20220626,3
20220626,6
20220626,2
20220626,1
20220626,2
20220626,4
20220626,3
20220626,12
20220626,2
20220626,6
20220626,2
20220626,18
20220626,15
20220626,7
20220626,1
20220626,20
20220626,1
20220626,7
20220626,3
20220626,4
20220626,2
20220626,15
20220626,2
20220626,2
20220626,3
20220626,3
20220626,1
20220626,88
20220626,12
20220626,1
20220626,35
20220626,1
20220626,13
20220626,9
20220626,14
20220626,138
20220626,52
20220626,5
20220626,6
20220626,55
20220626,1
20220626,179
20220626,10
20220626,35
20220626,1
20220626,749
20220626,189
20220626,53
20220626,341
20220626,2
20220626,31
20220626,2
20220626,76
20220626,56
20220626,2
20220626,75
20220626,1161
20220626,16
20220626,162
20220626,61
20220626,4
