day,all
20220415,15
20220415,5
20220415,3
20220415,15
20220415,218
20220415,1
20220415,7
20220415,71
20220415,18
20220415,12
20220415,36
20220415,276
20220415,4
20220415,186
20220415,13
20220415,1
20220415,17
20220415,150
20220415,5
20220415,458
20220415,17
20220415,58
20220415,5
20220415,1375
20220415,317
20220415,104
20220415,665
20220415,5
20220415,61
20220415,3
20220415,107
20220415,169
20220415,1
20220415,135
20220415,2759
20220415,59
20220415,437
20220415,90
20220415,2
20220415,285
20220415,1919
20220415,22
20220415,5
20220415,72
20220415,21
20220415,8
20220415,11
20220415,21
20220415,7
20220415,15
20220415,3
20220415,152
20220415,52
20220415,4
20220415,9
20220415,16
20220415,69
20220415,2
20220415,3588
20220415,20
20220415,10
20220415,3
20220415,12
20220415,72
20220415,95
20220415,1
20220415,111
20220415,379
20220415,15
20220415,399
20220415,10
20220415,2
20220415,14
20220415,394
20220415,2
20220415,165
20220415,437
20220415,822
20220415,2
20220415,11190
20220415,106
20220415,1223
20220415,181
20220415,26
20220415,714
20220415,105
20220415,2
20220415,79
20220415,126
20220415,29
20220415,110
20220415,65
20220415,2218
20220415,238
20220415,12
20220415,1186
20220415,183
20220415,289
20220415,221
20220415,775
20220415,712
20220415,1
20220415,111
20220415,4
20220415,108
20220415,1588
20220415,202
20220415,38
20220415,1283
20220415,619
20220415,8588
20220415,41036
20220415,7318
20220415,2207
20220415,11
20220415,1849
20220415,60795
20220415,13457
20220415,391
20220415,2352
20220415,4385
20220415,503
20220415,1784
20220415,7831
20220415,74030
20220415,16921
20220415,80540
20220415,486024
20220415,489124
20220415,262586
20220415,552281
20220415,9556
20220415,4366688
20220415,2231467
20220414,46
20220414,1
20220414,187
20220414,3
20220414,2
20220414,277
20220414,74
20220414,4
20220414,4
20220414,7
20220414,6
20220414,3
20220414,2
20220414,11
20220414,6
20220414,7
20220414,21
20220414,1
20220414,13
20220414,6
20220414,41
20220414,34
20220414,2
20220414,10
20220414,35
20220414,11
20220414,2
20220414,9
20220414,1
20220414,28
20220414,8
20220414,11
20220414,22
20220414,4
20220414,1
20220414,5
20220414,21
20220414,179
20220414,2
20220414,3
20220414,53
20220414,7
20220414,26
20220414,24
20220414,229
20220414,3
20220414,124
20220414,9
20220414,10
20220414,138
20220414,1
20220414,420
20220414,12
20220414,58
20220414,1
20220414,22
20220414,67
20220414,15
20220414,12
20220414,13
20220414,1
20220414,7
20220414,11
20220414,140
20220414,2
20220414,69
20220414,59
20220414,16
20220414,9
20220414,3
20220414,3196
20220414,24
20220414,5
20220414,70
20220414,19
20220414,19
20220414,71
20220414,106
20220414,343
20220414,16
20220414,312
20220414,20
20220414,20
20220414,351
20220414,1
20220414,2
20220414,205
20220414,138
20220414,20
20220414,49
20220414,2
20220414,22
20220414,18
20220414,13
20220414,524
20220414,23
20220414,6
20220414,6
20220414,12
20220414,44
20220414,27
20220414,35
20220414,103
20220414,19
20220414,3
20220414,54
20220414,3
20220414,10
20220414,23
20220414,17
20220414,2
20220414,13
20220414,22
20220414,1
20220414,7
20220414,235
20220414,1187
20220414,288
20220414,77
20220414,645
20220414,6
20220414,51
20220414,10
20220414,101
20220414,166
20220414,109
20220414,2720
20220414,39
20220414,326
20220414,77
20220414,3
20220414,302
20220414,1723
20220414,17
20220414,2
20220414,361
20220414,809
20220414,4
20220414,10418
20220414,79
20220414,1183
20220414,181
20220414,11
20220414,606
20220414,85
20220414,84
20220414,136
20220414,34
20220414,40
20220414,84
20220414,2130
20220414,236
20220414,12
20220414,186
20220414,1184
20220414,257
20220414,243
20220414,752
20220414,676
20220414,121
20220414,3
20220414,95
20220414,1394
20220414,158
20220414,48
20220414,1100
20220414,530
20220414,8473
20220414,43702
20220414,7104
20220414,2120
20220414,11
20220414,1709
20220414,58639
20220414,12283
20220414,366
20220414,2207
20220414,3629
20220414,543
20220414,1619
20220414,7279
20220414,77911
20220414,15739
20220414,542795
20220414,255905
20220414,78414
20220414,8685
20220414,495706
20220414,469113
20220414,2084298
20220414,4143056
20220413,15
20220413,11
20220413,19
20220413,11
20220413,10
20220413,1
20220413,131
20220413,4
20220413,61
20220413,1
20220413,2
20220413,11
20220413,17
20220413,60
20220413,3
20220413,3154
20220413,26
20220413,18
20220413,5
20220413,22
20220413,67
20220413,72
20220413,1
20220413,1
20220413,107
20220413,373
20220413,14
20220413,337
20220413,19
20220413,33
20220413,350
20220413,3
20220413,184
20220413,148
20220413,20
20220413,34
20220413,26
20220413,7
20220413,15
20220413,2
20220413,1
20220413,10
20220413,503
20220413,1
20220413,9
20220413,5
20220413,6
20220413,16
20220413,45
20220413,96
20220413,18
20220413,33
20220413,33
20220413,2
20220413,2
20220413,59
20220413,2
20220413,15
20220413,7
20220413,17
20220413,15
20220413,16
20220413,7
20220413,252
20220413,43
20220413,174
20220413,3
20220413,2
20220413,272
20220413,73
20220413,4
20220413,7
20220413,17
20220413,7
20220413,7
20220413,10
20220413,6
20220413,3
20220413,16
20220413,32
20220413,1
20220413,11
20220413,5
20220413,36
20220413,22
20220413,4
20220413,8
20220413,1
20220413,43
20220413,3
20220413,7
20220413,2
20220413,24
20220413,8
20220413,9
20220413,17
20220413,7
20220413,2
20220413,165
20220413,13
20220413,4
20220413,63
20220413,7
20220413,14
20220413,17
20220413,1
20220413,30
20220413,262
20220413,2
20220413,148
20220413,16
20220413,14
20220413,135
20220413,2
20220413,463
20220413,14
20220413,41
20220413,3
20220413,1
20220413,16
20220413,75
20220413,1
20220413,1126
20220413,289
20220413,73
20220413,605
20220413,7
20220413,56
20220413,5
20220413,103
20220413,163
20220413,2
20220413,126
20220413,2737
20220413,65
20220413,334
20220413,94
20220413,1
20220413,2
20220413,256
20220413,1731
20220413,16
20220413,336
20220413,733
20220413,2
20220413,10176
20220413,76
20220413,1167
20220413,186
20220413,12
20220413,623
20220413,109
20220413,1
20220413,98
20220413,120
20220413,41
20220413,41
20220413,96
20220413,2231
20220413,240
20220413,13
20220413,196
20220413,1077
20220413,261
20220413,276
20220413,760
20220413,610
20220413,128
20220413,2
20220413,114
20220413,1377
20220413,147
20220413,37
20220413,553
20220413,6943
20220413,1574
20220413,8080
20220413,43543
20220413,6870
20220413,2143
20220413,16007
20220413,11
20220413,1717
20220413,992
20220413,58589
20220413,12214
20220413,340
20220413,2156
20220413,3566
20220413,80008
20220413,506
20220413,252276
20220413,541613
20220413,468421
20220413,502094
20220413,8427
20220413,76997
20220413,4037954
20220413,2062088
20220412,84
20220412,10
20220412,4
20220412,15
20220412,10
20220412,10
20220412,10
20220412,134
20220412,6
20220412,1
20220412,64
20220412,3
20220412,13
20220412,12
20220412,54
20220412,6
20220412,3221
20220412,17
20220412,19
20220412,75
20220412,7
20220412,15
20220412,63
20220412,116
20220412,1
20220412,366
20220412,8
20220412,301
20220412,29
20220412,10
20220412,385
20220412,1
20220412,171
20220412,143
20220412,25
20220412,31
20220412,5
20220412,19
20220412,2
20220412,12
20220412,12
20220412,534
20220412,14
20220412,5
20220412,7
20220412,9
20220412,59
20220412,16
20220412,26
20220412,29
20220412,91
20220412,1
20220412,3
20220412,5
20220412,60
20220412,1
20220412,11
20220412,14
20220412,15
20220412,11
20220412,17
20220412,1
20220412,5
20220412,286
20220412,34
20220412,199
20220412,1
20220412,1
20220412,1
20220412,281
20220412,59
20220412,4
20220412,5
20220412,10
20220412,2
20220412,14
20220412,1
20220412,9
20220412,10
20220412,35
20220412,10
20220412,12
20220412,42
20220412,30
20220412,1
20220412,9
20220412,5
20220412,37
20220412,9
20220412,10
20220412,1
20220412,29
20220412,9
20220412,3
20220412,7
20220412,6
20220412,6
20220412,16
20220412,181
20220412,6
20220412,4
20220412,61
20220412,20
20220412,18
20220412,31
20220412,260
20220412,7
20220412,151
20220412,18
20220412,1
20220412,14
20220412,132
20220412,2
20220412,397
20220412,14
20220412,49
20220412,5
20220412,2
20220412,1148
20220412,295
20220412,60
20220412,664
20220412,5
20220412,66
20220412,7
20220412,95
20220412,167
20220412,4
20220412,92
20220412,2711
20220412,56
20220412,352
20220412,98
20220412,1
20220412,264
20220412,1771
20220412,22
20220412,306
20220412,784
20220412,2
20220412,10465
20220412,85
20220412,1147
20220412,163
20220412,14
20220412,628
20220412,97
20220412,88
20220412,123
20220412,29
20220412,42
20220412,90
20220412,2200
20220412,231
20220412,16
20220412,1120
20220412,214
20220412,263
20220412,252
20220412,755
20220412,641
20220412,117
20220412,113
20220412,1366
20220412,162
20220412,38
20220412,568
20220412,7285
20220412,1603
20220412,8483
20220412,43742
20220412,7303
20220412,2142
20220412,15994
20220412,16
20220412,1689
20220412,969
20220412,59016
20220412,12357
20220412,376
20220412,2262
20220412,3461
20220412,79390
20220412,489
20220412,256438
20220412,543989
20220412,478938
20220412,503261
20220412,8491
20220412,79314
20220412,4142886
20220412,2118894
20220411,2
20220411,393
20220411,13
20220411,64
20220411,1
20220411,2
20220411,25
20220411,74
20220411,15
20220411,11
20220411,9
20220411,3
20220411,12
20220411,152
20220411,13
20220411,64
20220411,2
20220411,14
20220411,10
20220411,46
20220411,6
20220411,3452
20220411,23
20220411,103
20220411,3
20220411,18
20220411,56
20220411,22
20220411,116
20220411,323
20220411,14
20220411,340
20220411,16
20220411,22
20220411,385
20220411,180
20220411,138
20220411,32
20220411,34
20220411,5
20220411,18
20220411,18
20220411,11
20220411,550
20220411,21
20220411,13
20220411,9
20220411,38
20220411,16
20220411,28
20220411,30
20220411,98
20220411,17
20220411,1
20220411,3
20220411,75
20220411,3
20220411,11
20220411,11
20220411,11
20220411,21
20220411,14
20220411,7
20220411,267
20220411,51
20220411,2
20220411,175
20220411,279
20220411,70
20220411,3
20220411,3
20220411,11
20220411,3
20220411,2
20220411,11
20220411,1
20220411,11
20220411,16
20220411,27
20220411,1
20220411,15
20220411,8
20220411,25
20220411,25
20220411,6
20220411,11
20220411,1
20220411,48
20220411,5
20220411,3
20220411,10
20220411,2
20220411,29
20220411,9
20220411,5
20220411,15
20220411,2
20220411,11
20220411,176
20220411,4
20220411,6
20220411,59
20220411,21
20220411,23
20220411,40
20220411,258
20220411,1
20220411,145
20220411,11
20220411,18
20220411,101
20220411,1179
20220411,304
20220411,61
20220411,616
20220411,6
20220411,57
20220411,3
20220411,102
20220411,143
20220411,1
20220411,137
20220411,2703
20220411,51
20220411,348
20220411,91
20220411,1
20220411,4
20220411,270
20220411,1803
20220411,20
20220411,1
20220411,322
20220411,786
20220411,10550
20220411,92
20220411,176
20220411,1153
20220411,15
20220411,647
20220411,94
20220411,76
20220411,133
20220411,39
20220411,53
20220411,89
20220411,2157
20220411,232
20220411,8
20220411,1139
20220411,183
20220411,262
20220411,229
20220411,788
20220411,632
20220411,114
20220411,2
20220411,107
20220411,1436
20220411,171
20220411,25
20220411,564
20220411,7248
20220411,1634
20220411,8370
20220411,42710
20220411,7166
20220411,2067
20220411,15717
20220411,14
20220411,1691
20220411,1076
20220411,59079
20220411,12517
20220411,343
20220411,2203
20220411,3469
20220411,76402
20220411,496
20220411,255949
20220411,534726
20220411,471907
20220411,486386
20220411,8660
20220411,78137
20220411,4137995
20220411,2101944
20220410,53
20220410,225
20220410,7
20220410,28
20220410,1
20220410,1
20220410,11
20220410,42
20220410,14
20220410,1
20220410,3
20220410,3
20220410,8
20220410,94
20220410,3
20220410,33
20220410,2
20220410,26
20220410,10
20220410,11
20220410,6
20220410,1690
20220410,19
20220410,9
20220410,6
20220410,36
20220410,43
20220410,75
20220410,181
20220410,10
20220410,207
20220410,13
20220410,10
20220410,204
20220410,107
20220410,94
20220410,11
20220410,16
20220410,3
20220410,17
20220410,6
20220410,7
20220410,270
20220410,6
20220410,3
20220410,8
20220410,7
20220410,16
20220410,9
20220410,29
20220410,14
20220410,54
20220410,5
20220410,3
20220410,31
20220410,4
20220410,14
20220410,11
20220410,1
20220410,1
20220410,4
20220410,8
20220410,5
20220410,148
20220410,44
20220410,80
20220410,2
20220410,2
20220410,1
20220410,150
20220410,34
20220410,3
20220410,2
20220410,9
20220410,1
20220410,5
20220410,2
20220410,3
20220410,1
20220410,6
20220410,15
20220410,5
20220410,3
20220410,29
20220410,8
20220410,1
20220410,7
20220410,2
20220410,19
20220410,2
20220410,2
20220410,8
20220410,3
20220410,9
20220410,4
20220410,4
20220410,9
20220410,3
20220410,3
20220410,10
20220410,94
20220410,1
20220410,2
20220410,35
20220410,6
20220410,13
20220410,17
20220410,157
20220410,3
20220410,69
20220410,7
20220410,1
20220410,9
20220410,2
20220410,808
20220410,255
20220410,42
20220410,362
20220410,4
20220410,36
20220410,2
20220410,90
20220410,68
20220410,1
20220410,98
20220410,1275
20220410,10
20220410,216
20220410,65
20220410,3
20220410,134
20220410,1002
20220410,15
20220410,224
20220410,441
20220410,2
20220410,5788
20220410,74
20220410,585
20220410,106
20220410,14
20220410,362
20220410,78
20220410,48
20220410,64
20220410,28
20220410,45
20220410,53
20220410,1145
20220410,125
20220410,14
20220410,608
20220410,101
20220410,122
20220410,128
20220410,498
20220410,397
20220410,1
20220410,69
20220410,3
20220410,89
20220410,829
20220410,114
20220410,40
20220410,281
20220410,4938
20220410,1079
20220410,4419
20220410,15938
20220410,4277
20220410,1193
20220410,8911
20220410,13
20220410,1039
20220410,1027
20220410,33226
20220410,8029
20220410,252
20220410,1444
20220410,2607
20220410,28521
20220410,369
20220410,127577
20220410,261145
20220410,281514
20220410,242677
20220410,6880
20220410,43860
20220410,2547023
20220410,1471650
20220409,1
20220409,15
20220409,70
20220409,17
20220409,13
20220409,10
20220409,4
20220409,2
20220409,89
20220409,7
20220409,37
20220409,1
20220409,8
20220409,12
20220409,40
20220409,3
20220409,2369
20220409,8
20220409,3
20220409,6
20220409,62
20220409,17
20220409,72
20220409,1
20220409,3
20220409,75
20220409,270
20220409,10
20220409,263
20220409,10
20220409,27
20220409,299
20220409,1
20220409,140
20220409,124
20220409,17
20220409,27
20220409,21
20220409,5
20220409,7
20220409,14
20220409,382
20220409,19
20220409,5
20220409,6
20220409,13
20220409,34
20220409,6
20220409,31
20220409,20
20220409,75
20220409,2
20220409,3
20220409,51
20220409,3
20220409,11
20220409,14
20220409,14
20220409,1
20220409,17
20220409,6
20220409,1
20220409,3
20220409,172
20220409,44
20220409,2
20220409,139
20220409,1
20220409,200
20220409,42
20220409,1
20220409,1
20220409,5
20220409,6
20220409,4
20220409,12
20220409,1
20220409,9
20220409,11
20220409,15
20220409,2
20220409,13
20220409,6
20220409,32
20220409,24
20220409,6
20220409,7
20220409,1
20220409,31
20220409,8
20220409,5
20220409,3
20220409,23
20220409,2
20220409,6
20220409,2
20220409,12
20220409,2
20220409,1
20220409,2
20220409,118
20220409,10
20220409,3
20220409,3
20220409,55
20220409,9
20220409,12
20220409,33
20220409,226
20220409,3
20220409,424
20220409,2001
20220409,110
20220409,8
20220409,11
20220409,1
20220409,90
20220409,4
20220409,1
20220409,292
20220409,13
20220409,43
20220409,3594
20220409,505
20220409,1367
20220409,7198
20220409,39531
20220409,12453
20220409,56386
20220409,1
20220409,1193
20220409,335
20220409,76
20220409,459
20220409,10
20220409,57
20220409,7
20220409,77
20220409,105
20220409,2
20220409,143
20220409,1892
20220409,26
20220409,308
20220409,79
20220409,7
20220409,193
20220409,1521
20220409,27
20220409,308
20220409,612
20220409,3
20220409,8265
20220409,86
20220409,838
20220409,177
20220409,38
20220409,544
20220409,90
20220409,73
20220409,82
20220409,46
20220409,95
20220409,56
20220409,1569
20220409,184
20220409,15
20220409,790
20220409,153
20220409,196
20220409,209
20220409,618
20220409,592
20220409,1
20220409,72
20220409,1
20220409,112
20220409,1309
20220409,145
20220409,27
20220409,1258
20220409,369
20220409,6101
20220409,20977
20220409,5299
20220409,1570
20220409,20
20220409,1344
20220409,44972
20220409,11414
20220409,360112
20220409,9134
20220409,181524
20220409,366036
20220409,314221
20220409,3396953
20220409,1840973
20220408,92
20220408,7
20220408,25
20220408,7
20220408,1
20220408,7
20220408,3
20220408,136
20220408,3
20220408,79
20220408,5
20220408,9
20220408,12
20220408,68
20220408,6
20220408,3440
20220408,19
20220408,13
20220408,3
20220408,12
20220408,75
20220408,112
20220408,1
20220408,137
20220408,337
20220408,20
20220408,355
20220408,9
20220408,25
20220408,389
20220408,1
20220408,4
20220408,176
20220408,171
20220408,17
20220408,41
20220408,5
20220408,31
20220408,8
20220408,11
20220408,563
20220408,19
20220408,5
20220408,7
20220408,41
20220408,12
20220408,88
20220408,13
20220408,45
20220408,26
20220408,1
20220408,3
20220408,6
20220408,76
20220408,2
20220408,10
20220408,11
20220408,14
20220408,1
20220408,14
20220408,1
20220408,4
20220408,14
20220408,268
20220408,56
20220408,172
20220408,1
20220408,266
20220408,52
20220408,1
20220408,2
20220408,1
20220408,11
20220408,2
20220408,8
20220408,2
20220408,11
20220408,12
20220408,21
20220408,1
20220408,7
20220408,11
20220408,44
20220408,21
20220408,6
20220408,6
20220408,25
20220408,3
20220408,7
20220408,2
20220408,12
20220408,2
20220408,27
20220408,10
20220408,4
20220408,20
20220408,6
20220408,3
20220408,1
20220408,18
20220408,199
20220408,2
20220408,5
20220408,73
20220408,22
20220408,19
20220408,26
20220408,318
20220408,3
20220408,162
20220408,7
20220408,19
20220408,142
20220408,1
20220408,461
20220408,11
20220408,63
20220408,3
20220408,17
20220408,1398
20220408,353
20220408,77
20220408,642
20220408,8
20220408,67
20220408,10
20220408,120
20220408,155
20220408,1
20220408,151
20220408,2669
20220408,50
20220408,398
20220408,110
20220408,1
20220408,2
20220408,257
20220408,1917
20220408,21
20220408,3
20220408,412
20220408,827
20220408,5
20220408,11110
20220408,106
20220408,1163
20220408,223
20220408,24
20220408,748
20220408,107
20220408,94
20220408,129
20220408,33
20220408,108
20220408,53
20220408,2219
20220408,234
20220408,17
20220408,175
20220408,1130
20220408,250
20220408,243
20220408,841
20220408,760
20220408,144
20220408,5
20220408,142
20220408,1657
20220408,176
20220408,51
20220408,585
20220408,7987
20220408,1750
20220408,8490
20220408,40465
20220408,7229
20220408,2117
20220408,17286
20220408,14
20220408,1823
20220408,1294
20220408,59946
20220408,13715
20220408,386
20220408,2405
20220408,4272
20220408,73205
20220408,509
20220408,262317
20220408,548767
20220408,479274
20220408,482331
20220408,9703
20220408,79369
20220408,4352271
20220408,2203169
20220407,16
20220407,81
20220407,21
20220407,7
20220407,14
20220407,13
20220407,8
20220407,153
20220407,2
20220407,73
20220407,2
20220407,2
20220407,13
20220407,13
20220407,62
20220407,8
20220407,3276
20220407,15
20220407,1
20220407,66
20220407,18
20220407,11
20220407,82
20220407,2
20220407,117
20220407,327
20220407,8
20220407,347
20220407,18
20220407,19
20220407,366
20220407,1
20220407,194
20220407,149
20220407,43
20220407,24
20220407,27
20220407,6
20220407,1
20220407,12
20220407,13
20220407,507
20220407,16
20220407,7
20220407,5
20220407,17
20220407,50
20220407,18
20220407,32
20220407,104
20220407,28
20220407,3
20220407,5
20220407,54
20220407,2
20220407,13
20220407,14
20220407,14
20220407,1
20220407,1
20220407,17
20220407,4
20220407,26
20220407,245
20220407,48
20220407,164
20220407,2
20220407,6
20220407,298
20220407,64
20220407,2
20220407,7
20220407,8
20220407,6
20220407,2
20220407,1
20220407,9
20220407,7
20220407,17
20220407,20
20220407,13
20220407,10
20220407,25
20220407,26
20220407,5
20220407,4
20220407,1
20220407,1
20220407,41
20220407,7
20220407,15
20220407,3
20220407,2
20220407,30
20220407,11
20220407,6
20220407,22
20220407,2
20220407,1
20220407,3
20220407,21
20220407,169
20220407,2
20220407,70
20220407,7
20220407,18
20220407,18
20220407,1
20220407,38
20220407,242
20220407,1
20220407,155
20220407,11
20220407,1
20220407,29
20220407,121
20220407,1
20220407,412
20220407,18
20220407,63
20220407,4
20220407,2
20220407,2
20220407,1170
20220407,272
20220407,68
20220407,608
20220407,5
20220407,71
20220407,4
20220407,150
20220407,77
20220407,3
20220407,125
20220407,2687
20220407,47
20220407,318
20220407,91
20220407,4
20220407,253
20220407,1809
20220407,13
20220407,1
20220407,349
20220407,790
20220407,5
20220407,10376
20220407,96
20220407,1171
20220407,184
20220407,9
20220407,655
20220407,93
20220407,1
20220407,92
20220407,131
20220407,36
20220407,50
20220407,97
20220407,2200
20220407,202
20220407,13
20220407,194
20220407,1107
20220407,261
20220407,265
20220407,752
20220407,655
20220407,1
20220407,111
20220407,3
20220407,113
20220407,1374
20220407,180
20220407,50
20220407,587
20220407,7058
20220407,1565
20220407,8387
20220407,42292
20220407,7029
20220407,2076
20220407,16025
20220407,13
20220407,1725
20220407,1060
20220407,58396
20220407,12208
20220407,338
20220407,2212
20220407,3539
20220407,76341
20220407,473
20220407,252004
20220407,534507
20220407,466872
20220407,489231
20220407,8678
20220407,77604
20220407,4111240
20220407,2074090
20220406,1
20220406,1167
20220406,268
20220406,60
20220406,609
20220406,2
20220406,63
20220406,2
20220406,85
20220406,148
20220406,2
20220406,111
20220406,2545
20220406,41
20220406,340
20220406,101
20220406,1
20220406,275
20220406,1723
20220406,19
20220406,2
20220406,328
20220406,804
20220406,4
20220406,10316
20220406,98
20220406,1182
20220406,181
20220406,17
20220406,601
20220406,89
20220406,92
20220406,130
20220406,30
20220406,53
20220406,112
20220406,2104
20220406,246
20220406,9
20220406,1113
20220406,189
20220406,262
20220406,246
20220406,794
20220406,720
20220406,108
20220406,1
20220406,95
20220406,1352
20220406,142
20220406,44
20220406,1087
20220406,534
20220406,8364
20220406,42225
20220406,7125
20220406,2056
20220406,7
20220406,1606
20220406,58272
20220406,12100
20220406,334
20220406,2124
20220406,3444
20220406,513
20220406,1637
20220406,7007
20220406,76473
20220406,15663
20220406,533320
20220406,250847
20220406,78123
20220406,8497
20220406,486410
20220406,466165
20220406,2070505
20220406,4075651
20220406,1
20220406,62
20220406,153
20220406,1
20220406,1
20220406,276
20220406,70
20220406,1
20220406,8
20220406,2
20220406,12
20220406,1
20220406,9
20220406,11
20220406,16
20220406,29
20220406,13
20220406,1
20220406,11
20220406,37
20220406,34
20220406,2
20220406,10
20220406,4
20220406,2
20220406,32
20220406,11
20220406,11
20220406,4
20220406,1
20220406,18
20220406,3
20220406,6
20220406,16
20220406,2
20220406,1
20220406,1
20220406,169
20220406,12
20220406,5
20220406,60
20220406,23
20220406,24
20220406,29
20220406,261
20220406,9
20220406,146
20220406,4
20220406,1
20220406,15
20220406,128
20220406,400
20220406,16
20220406,51
20220406,3
20220406,17
20220406,84
20220406,21
20220406,11
20220406,6
20220406,1
20220406,11
20220406,7
20220406,138
20220406,9
20220406,3
20220406,60
20220406,4
20220406,12
20220406,9
20220406,60
20220406,3284
20220406,8
20220406,32
20220406,17
20220406,3
20220406,15
20220406,71
20220406,83
20220406,3
20220406,147
20220406,313
20220406,17
20220406,319
20220406,25
20220406,13
20220406,348
20220406,3
20220406,209
20220406,136
20220406,32
20220406,35
20220406,3
20220406,20
20220406,11
20220406,6
20220406,504
20220406,25
20220406,6
20220406,3
20220406,13
20220406,59
20220406,33
20220406,26
20220406,114
20220406,14
20220406,1
20220406,8
20220406,54
20220406,14
20220406,12
20220406,19
20220406,1
20220406,10
20220406,7
20220406,1
20220406,14
20220406,271
20220405,1
20220405,15
20220405,98
20220405,18
20220405,16
20220405,9
20220405,1
20220405,7
20220405,11
20220405,145
20220405,4
20220405,61
20220405,2
20220405,6
20220405,9
20220405,49
20220405,5
20220405,3338
20220405,30
20220405,4
20220405,66
20220405,15
20220405,13
20220405,75
20220405,1
20220405,1
20220405,125
20220405,308
20220405,21
20220405,314
20220405,10
20220405,25
20220405,357
20220405,190
20220405,125
20220405,14
20220405,52
20220405,5
20220405,21
20220405,12
20220405,8
20220405,534
20220405,16
20220405,10
20220405,8
20220405,18
20220405,50
20220405,37
20220405,112
20220405,11
20220405,26
20220405,1
20220405,4
20220405,59
20220405,1
20220405,15
20220405,18
20220405,20
20220405,1
20220405,16
20220405,9
20220405,16
20220405,2
20220405,250
20220405,44
20220405,138
20220405,267
20220405,72
20220405,1
20220405,7
20220405,3
20220405,13
20220405,6
20220405,13
20220405,4
20220405,2
20220405,14
20220405,27
20220405,1
20220405,13
20220405,5
20220405,54
20220405,24
20220405,6
20220405,7
20220405,1
20220405,1
20220405,48
20220405,7
20220405,1
20220405,7
20220405,4
20220405,22
20220405,9
20220405,4
20220405,15
20220405,8
20220405,7
20220405,163
20220405,23
20220405,3
20220405,52
20220405,5
20220405,15
20220405,20
20220405,26
20220405,226
20220405,4
20220405,152
20220405,11
20220405,1
20220405,24
20220405,135
20220405,3
20220405,407
20220405,13
20220405,51
20220405,5
20220405,1
20220405,1085
20220405,264
20220405,69
20220405,616
20220405,9
20220405,47
20220405,3
20220405,97
20220405,160
20220405,1
20220405,123
20220405,2571
20220405,54
20220405,289
20220405,97
20220405,2
20220405,262
20220405,1697
20220405,15
20220405,5
20220405,320
20220405,790
20220405,2
20220405,10243
20220405,82
20220405,1126
20220405,194
20220405,11
20220405,606
20220405,89
20220405,58
20220405,126
20220405,27
20220405,88
20220405,39
20220405,2061
20220405,240
20220405,8
20220405,189
20220405,1146
20220405,269
20220405,225
20220405,799
20220405,625
20220405,115
20220405,3
20220405,111
20220405,1301
20220405,166
20220405,38
20220405,533
20220405,6833
20220405,1591
20220405,8257
20220405,41953
20220405,7046
20220405,2024
20220405,15265
20220405,11
20220405,1609
20220405,1061
20220405,56701
20220405,11879
20220405,335
20220405,2104
20220405,3575
20220405,75647
20220405,473
20220405,250148
20220405,525593
20220405,458911
20220405,480215
20220405,8353
20220405,76942
20220405,4022122
20220405,2028310
20220404,1
20220404,115
20220404,368
20220404,9
20220404,335
20220404,24
20220404,7
20220404,349
20220404,3
20220404,169
20220404,153
20220404,39
20220404,16
20220404,7
20220404,22
20220404,19
20220404,12
20220404,508
20220404,20
20220404,9
20220404,14
20220404,7
20220404,38
20220404,8
20220404,31
20220404,34
20220404,97
20220404,2
20220404,3
20220404,61
20220404,1
20220404,10
20220404,15
20220404,17
20220404,1
20220404,1
20220404,16
20220404,13
20220404,7
20220404,267
20220404,53
20220404,1
20220404,1
20220404,176
20220404,4
20220404,273
20220404,74
20220404,3
20220404,3
20220404,16
20220404,3
20220404,11
20220404,1
20220404,6
20220404,12
20220404,22
20220404,1
20220404,9
20220404,5
20220404,33
20220404,15
20220404,7
20220404,10
20220404,1
20220404,1
20220404,53
20220404,8
20220404,4
20220404,10
20220404,1
20220404,22
20220404,7
20220404,8
20220404,22
20220404,1
20220404,1
20220404,17
20220404,159
20220404,68
20220404,16
20220404,19
20220404,25
20220404,84
20220404,12
20220404,9
20220404,1
20220404,8
20220404,9
20220404,11
20220404,119
20220404,3
20220404,61
20220404,2
20220404,44
20220404,11
20220404,17
20220404,3
20220404,3275
20220404,25
20220404,13
20220404,6
20220404,76
20220404,20
20220404,61
20220404,1
20220404,20
20220404,230
20220404,4
20220404,149
20220404,14
20220404,1
20220404,16
20220404,142
20220404,2
20220404,442
20220404,13
20220404,57
20220404,1
20220404,1165
20220404,280
20220404,67
20220404,640
20220404,5
20220404,66
20220404,2
20220404,135
20220404,81
20220404,2
20220404,120
20220404,2530
20220404,53
20220404,355
20220404,93
20220404,4
20220404,1
20220404,266
20220404,1663
20220404,15
20220404,4
20220404,365
20220404,752
20220404,5
20220404,10483
20220404,88
20220404,1081
20220404,169
20220404,20
20220404,597
20220404,94
20220404,1
20220404,95
20220404,112
20220404,34
20220404,48
20220404,92
20220404,2079
20220404,243
20220404,17
20220404,1107
20220404,199
20220404,231
20220404,263
20220404,780
20220404,664
20220404,113
20220404,4
20220404,125
20220404,1382
20220404,161
20220404,34
20220404,520
20220404,6834
20220404,1498
20220404,8285
20220404,41225
20220404,6772
20220404,2054
20220404,14916
20220404,16
20220404,1556
20220404,1015
20220404,56295
20220404,11819
20220404,326
20220404,2146
20220404,3618
20220404,73928
20220404,413
20220404,245784
20220404,512280
20220404,446943
20220404,470584
